NFCSID,STATEQ,CENSUSDIV,CENSUSREG,A50A,A3Ar_w,A50B,A4A_new_w,A5_2015,A6,A7,A7A,A11,A8_2021,AM21,X3,A9,A40,A10,A10A,A21_2015,A14,A41,J1,J2,J3,J4,J40,J5,J6,J8,J9,J10,J20,J50,J51_1,J51_2,J51_3,J51_4,J51_5,J51_6,J51_98,J51_99,J52,J32,J33_40,J53,J41_1,J41_2,J41_3,J42_1,J42_2,J43,B1,B2,B4,B41_1,B41_2,B31,B42,B43,C1_2012,C2_2012,C3_2012,C4_2012,C5_2012,C10_2012,C11_2012,B14,EA_1,E7,E8,E20,E15_2015,P50,P51,P52,F1,F2_1,F2_2,F2_3,F2_4,F2_5,F2_6,G1,G20,G30_1,G30_2,G30_3,G30_4,G30_5,G30_97,G30_98,G30_99,G33,G35,G22_2015,G25_1,G25_2,G25_3,G25_4,G25_5,G38,G23,H1,H30_1,H30_2,H30_3,M1_1,M1_2,M4,M20,M21_1,M21_2_2015,M21_3,M21_4,M6,M7,M8,M31,M50,M9,M10,wgt_n2,wgt_d2,wgt_s3
2021010993,29,8,4,2,2,8,2,4,2,1,3,3,5,3,1,2,1, ,1,2, ,3,5,6,3,1,2,1,1,2, ,2,1,1,0,1,0,0,0,0,0,0,1,3,4,3,4,3,4,5,4,3,2,1, ,2,2,3,2,2,98, , ,2, , , ,1,98, , , , ,98,98,2,4,99,2,98,2,99,2,98,2,0,0,0,0,0,1,0,0, , , ,2,2,5,5,98,2,4,2,2,98,2,5,7,3,2,2,2,98, ,3,3,3,3,1,2,1,0.458650499,0.748175784,0.602041981
2021010994,47,5,3,2,1,7,2,5,2,4,3,6,5,3,1,3,2, ,1,1, ,4,7,5,1,2,2,1, ,2, ,2,3,1,1,1,1,0,0,0,0,0,2,3,4,3,4,3,5,2,3,3,1,1,2,98,2,2,3,2,98, , ,98, , , ,2,2, , , , ,1,2,2,2,1,2,98,1,2,1,98,2,1,0,0,0,0,0,0,0,1,3,98,2,3,2,1,3,2,4,1,2,2,2,6,7,6,2,1,2,98, ,1,3,2,2,98,1,2,1.446795682,1.294484368,1.136075334
2021010995,5,9,4,1,3,3,2,7,2,1,3,6,6,3,1,2,2, ,1, , ,6,7,7,1,3,1,1, ,1, ,2,1,2, , , , , , , , ,2,5,3,3,2,2,2,5,2,3,1,1,1,2,3,2,3,3,1, ,1,1,1,2,2,1,2, , , , ,2,2,1,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,2,1,2,2,2,7,7,6,2,2,1,2, ,1,3,2,2,3,1,2,0.689142562,2.855666648,1.282577445
2021010996,29,8,4,2,2,8,2,4,1,2,1,3,3,3,1,2,1,2,1,2,1,3,6,6,1,2,2,2,2,1, ,1,4,1,1,0,0,0,0,0,0,0,1,3,3,6,5,5,5,4,5,4,1,1,1,3,3,1,2,2,2, , ,2, , , ,2,2, , , , ,2,2,2,2,1,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,1,2,1,2,2,1,4,3,2,7,1,2,1,1,1,1,3,3, , , , ,1,1,1,2,3,1,1,0.932770903,1.278520455,1.179609642
2021010997,38,9,4,1,3,3,1,6,1,2,1,1,8,3,1,2,2,2,1, ,3,6,99,1,1,3,1,1,2,2, ,2,1,1,1,0,0,0,0,0,0,0,2,5,1,1,1,1,1,5,1,4,1,1,2,1,2,3,3,3,1,1,1,2,1,2,2,1,1,1,2,2,1,2,2,2,4,1,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,1,1,2,2,2,7,7,4,3, , , , ,1,3,98,3,1,2,2,0.515500091,0.258960076,0.797053905
2021010998,14,3,2,2,4,10,2,6,1,2,1,2,6,3,1,4,2,2,1, ,3,5,7,6,1,3,1,1,1,2, ,2,1,2, , , , , , , , ,2,4,7,2,2,1,3,3,2,3,1,1,1,3,2,2,2,2,1,2,2,1,1,2,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,1,1,2,2,2,6,7,5,2,1,1,2, ,1,3,2,3,3,1,2,1.540578858,1.346141472,0.918153371
2021010999,50,3,2,1,3,3,1,6,1,2,1,3,4,2,1,2,2,2,1, ,1,5,7,7,3,2,1,1,2,2, ,2,2,1,1,1,1,0,0,0,0,0,2,3,6,4,4,99,99,3,1,4,1,1,2,3,3,3,3,98,2, , ,2, , , ,2,1,2,2, , ,2,2,2,1,1,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,2,1,2,1,2,1,1,1,1,4,1,2,2,2,6,6,6,3, , , , ,2,2,2,2,3,2,1,1.230218035,0.526739803,0.82683349
2021011000,10,5,3,2,2,8,1,7,2,1,3,6,5,3,1,2,2, ,1, , ,2,1,5,1,3,1,1, ,2, ,2,1,1,0,0,1,0,0,0,0,0,2,5,6,5,4,3,4,5,4,3,1,1,2,3,2,1,3,3,2, , ,2, , , ,2,2, , , , ,2,2,2,2,1,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,2,2,1,1,1,1,1,1,2,5,2,2,2,2,5,4,4,98, , , , ,3,3,4,1,1,1,2,0.834315868,2.087735167,0.741515521
2021011001,21,5,3,2,3,9,1,5,1,2,1,2,5,3,1,2,2,7,1,2,3,2,9,6,3,3,3,1,1,2, ,1,2,1,0,1,0,0,0,0,0,0,2,5,7,4,5,5,5,4,3,3,1,1,2,3,3,2,2,3,1,1,2,2, , , ,2,1,1,2,98,1,2,2,2,1,2,1,1,2,2,2,1,1,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,5,1,2,2,2,4,2,5,3, , , , ,1,2,2,3,2,1,98,1.048678401,0.731386037,0.903374925
2021011002,33,2,1,1,1,1,2,3,1,2,1,1,4,3,1,2,1,2,1,2,1,2,10,10,3,2,1,1,1,1, ,2,4,1,1,1,0,0,0,0,0,0,1,3,7,4,4,4,4,5,4,4,1,1,1,3,3,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,3,2,2,2,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,3,1,4,5,4,4,4,2,7,1,2,1,1,7,6,6,1, , , , ,3,1,1,1,3,2,1,2.465286763,1.419281745,1.076436286
2021011003,33,2,1,1,3,3,2,2,2,1,3,6,1,3,1,7,2, ,1,2, ,2,1,1,1,3,3,2, ,2, ,2,1,2, , , , , , , , ,2,98,1,1,4,5,4,2,3,1,2,1, ,1,1,3,3,3,2, , ,2, , , ,2,2, , , , ,2,2,98,7, , , , , , ,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,1,1,2,2,2,4,7,5,3, , , , ,1,1,98,4,98,98,98,4.900515703,1.813609968,1.207977411
2021011004,39,2,1,2,3,9,1,6,1,2,1,1,5,3,1,2,2,6,1, ,1,4,1,3,2,2,1,2,2,1, ,2,2,1,1,0,0,0,0,0,0,0,2,2,7,5,5,5,5,1,4,2,1,2,2,2,3,3,2,2,1,1,2,2, , , ,2,1,2,2, , ,2,2,2,3,2,1,1,2,2,2,2,1,1,0,0,0,0,0,0,0,98,4,1,1,1,1,1,3,1,7,1,1,1,1,4,3,3,3, , , , ,1,3,4,3,1,1,2,1.500724229,0.749771261,0.803176192
2021011005,44,7,3,2,3,9,2,4,1,2,1,4,6,3,1,2,1,2,1,2,1,1,3,6,3,2,1,2,2,2, ,2,2,1,1,0,1,0,0,0,0,0,2,4,5,4,4,5,5,3,3,3,1,2,2,1,3,2,2,2,1,1,1,2,1,2,2,2,1,1,2,2,1,2,1,98,2,2,1,1,2,2,2,1,2,1,1,0,0,0,0,0,0,2,3,1,2,1,2,2,2,1,4,1,2,2,2,5,5,4,3, , , , ,1,98,98,3,98,1,98,3.110233331,3.041113417,1.021477614
2021011006,15,3,2,2,3,9,2,1,2,3,3,5,3,3,1,3,2, ,1, , ,1,8,5,3,3,2,1, ,2, ,2,4,1,0,0,0,0,0,1,0,0,2,2,4,4,1,3,3,2,2,2,2,1, ,3,3,3,1,2,2, , ,2, , , ,2,2, , , , ,2,2,2,1,1,2,2,2,2,1,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,3,1,2,4,1,2,2,2,4,4,5,3, , , , ,2,98,99,98,98,98,1,1.579286732,0.695037065,1.05213212
2021011007,5,9,4,1,2,2,2,5,1,2,1,1,5,3,1,2,2,2,1,2,1,4,7,8,3,3,2,1,1,1, ,2,2,1,1,0,1,1,0,0,0,0,2,4,4,4,3,2,3,4,3,3,1,2,2,2,3,2,1,2,1,1,98,2, , , ,1,2, , , , ,2,2,2,1,1,2,2,2,2,2,1,2,0,1,0,0,0,0,0,0,1,1,98,1,1,1,1,1,2,3,1,2,2,2,6,5,5,3, , , , ,1,3,1,2,1,1,98,1.469934641,3.021932095,1.18460104
2021011008,5,9,4,2,3,9,2,1,2,2,2,2,1,3,1,7,2,6,1, ,3,3,5,3,3,2,2,2,2,2, ,98,3,2, , , , , , , , ,2,98,5,6,3,2,4,2,3,3,2,2, , , ,2,3,3,98, , ,98, , , , ,2, , , , ,2,2,98,7, , , , , , ,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,2,1,2,2,1,2,2,2,4,3,4,3, , , , ,1,1,98,2,2,1,98,0.507867858,2.41003145,1.097611169
2021011009,43,6,3,2,5,11,1,2,4,4,3,5,4,3,1,6,2, ,1,2, ,2,6,1,3,3,1,2, ,2, ,2,4,1,1,0,0,0,0,0,0,0,2,4,2,4,1,1,4,4,2,3,1,2,2,1,3,3,2,2,2, , ,2, , , ,2,2, , , , ,2,2,1,2,2,1,1,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,5,1,2,2,2,7,7,5,3, , , , ,1,2,4,3,2,98,98,0.827010326,1.521331307,1.01056096
2021011010,50,3,2,1,2,2,1,5,2,1,3,6,6,3,1,3,2, ,1,2, ,4,8,9,3,3,1,1, ,2, ,2,1,1,0,0,1,0,0,0,0,0,2,5,3,2,2,2,2,5,2,4,1,2,2,3,2,3,3,2,1, ,1,2,1,2,2,1,1,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,1,1,2,2,2,7,5,6,3, , , , ,1,3,98,2,3,2,2,1.558444309,0.590447635,0.909109322
2021011011,23,3,2,1,2,2,2,6,2,1,3,5,6,3,1,2,2, ,1, , ,5,8,9,1,3,1,1, ,1, ,2,1,1,1,0,1,0,0,0,0,0,2,5,2,3,2,1,2,5,2,4,1,1,2,3,2,2,2,2,1, ,1,2,1,2,2,2,2, , , , ,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,1,1,2,2,2,7,7,5,2,2,1,2, ,1,3,3,2,1,1,2,1.173337149,1.076816074,1.124365658
2021011012,31,2,1,2,1,7,2,1,2,1,3,1,1,3,1,2,1, ,1, , ,2,6,9,3,3,3,1,1,1, ,1,1,1,1,1,1,0,0,0,0,0,1,1,2,2,2,2,2,2,5,3,1,1,1,2,3,1,1,2,1, ,1,2,2,1,1,1,2, , , , ,1,2,1,3,1,2,1,2,2,1,1,1,0,0,1,0,0,0,0,0,1,3,2,5,1,3,3,1,1,5,1,1,2,2,4,5,3,1, , , , ,1,2,1,2,2,2,2,1.706443318,1.350246453,2.295385159
2021011013,5,9,4,2,1,7,2,1,2,3,3,4,6,3,1,5,1, ,1, , ,1,8,5,2,2,3,99,2,2, ,2,4,1,1,0,1,0,0,0,0,0,2,98,6,4,4,4,5,4,4,3,1,1,1,3,3,98,2,2,2, , ,2, , , ,2,2, , , , ,98,2,2,1,1,2,2,2,2,2,2,2,0,1,0,0,0,0,0,0,2,2,1,1,1,1,5,1,2,98,1,2,2,2,6,7,6,2,98, ,2, ,2,3,4,2,1,1,2,0.622272043,1.62585276,0.683948917
2021011014,11,5,3,1,1,1,2,3,2,1,3,6,1,1,2,7,2, ,1,2, ,2,7,9,3,1,1,1, ,1, ,1,1,1,1,0,1,0,0,0,0,0,1,1,7,6,5,98,5,5,98,98,1,2,2,3,3,2,2,2,2, , ,2, , , ,1,1,1,1,1,3,2,2,2,2,1,1,1,1,1,1,2,2,1,0,0,0,0,0,0,0,1,3,1,2,3,3,5,5,2,2,2,2,2,2,4,3,4,3, , , , ,2,2,2,2,2,1,1,1.391292529,1.559744271,1.006150435
2021011015,50,3,2,2,2,8,2,4,1,2,1,1,4,3,1,4,2,2,1,2,3,3,5,6,1,3,3,1,1,2, ,1,2,1,1,1,1,0,0,0,0,0,2,4,4,4,3,3,3,2,3,3,1,1,2,3,3,2,1,2,1,2,1,1,1,2,2,98,1,1,98,1,2,2,2,2,7, , , , , , ,1,1,0,0,0,0,0,1,0,0, , , ,98,98,2,98,98,1,4,1,2,2,2,4,4,4,3, , , , ,2,1,3,2,3,1,2,1.879113241,0.725218096,1.122512711
2021011016,12,9,4,2,5,11,2,7,2,1,3,6,7,3,1,2,2, ,1, , ,6,9,3,1,3,1,1, ,1, ,2,1,2, , , , , , , , ,2,5,2,3,1,1,2,5,1,3,1,1,2,1,1,3,3,3,1, ,1,1,1,2,2,1,1,2,2, , ,2,2,2,1,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,1,1,1,1,1,6,5,4,3, , , , ,1,3,98,2,1,1,2,1.841504593,0.184435064,0.750238042
2021011017,14,3,2,1,3,3,1,6,1,1,1,6,6,3,1,2,2,2,1, ,1,5,8,10,1,3,1,1, ,1, ,2,1,1,0,0,1,1,0,0,0,0,2,5,2,3,1,2,2,5,2,4,1,2,2,2,2,2,2,1,1,1,1,2,1,2,2,1,1,1,2,2,1,2,2,1,2,1,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,2,2,1,2,2,2,6,7,5,3, , , , ,1,3,1,2,98,1,98,1.230218035,1.100835801,0.787143839
2021011018,15,3,2,2,3,9,2,5,1,2,1,3,4,3,1,4,1,2,1,2,1,4,10,10,3,2,2,1,2,2, ,1,1,1,0,1,0,0,0,0,0,0,1,3,7,5,4,4,4,3,4,3,1,2,1,3,1,2,2,3,2, , ,2, , , ,2,1,1,2,2,1,2,2,2,2,1,1,1,1,2,1,2,2,1,0,0,0,0,0,0,0,1,1,1,2,1,1,2,1,1,6,1,2,2,2,7,7,7,2,2,2,2, ,1,2,2,2,2,1,2,1.579286732,0.695037065,1.05213212
2021011019,5,9,4,1,2,2,2,6,2,4,3,1,3,3,1,2,2, ,1, , ,5,8,8,2,2,2,1,2,1, ,1,3,1,0,1,1,0,0,0,0,0,2,5,6,4,3,3,4,4,3,4,1,1,1,3,3,1,1,2,1, ,2,2, , , ,2,2, , , , ,2,2,2,3,2,1,2,2,2,2,1,1,1,0,1,0,0,0,0,0,2,3,1,1,1,1,1,1,2,5,1,2,2,2,5,6,4,3, , , , ,1,3,2,3,3,1,2,1.187155491,2.413018593,0.955381112
2021011020,50,3,2,2,3,9,1,5,2,1,3,3,6,3,1,2,2, ,1,2, ,4,9,6,3,3,1,1,2,1, ,2,1,1,1,0,0,0,0,0,0,0,2,5,1,1,1,1,1,4,2,4,1,1,2,2,2,1,2,1,1, ,1,1,1,2,2,1,1,1,2,2,1,2,2,2,1,1,2,1,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,1,1,2,2,2,7,7,6,3, , , , ,3,3,1,3,3,1,2,1.362034386,0.574346556,0.949377864
2021011021,23,3,2,1,3,3,1,5,2,1,3,6,3,99,1,1,1, ,1,99, ,4,5,6,2,2,2,1, ,2, ,2,3,1,1,1,0,0,0,0,0,0,2,5,4,5,3,3,4,3,3,2,1,1,2,3,1,2,3,3,2, , ,2, , , ,2,1,2,2, , ,2,2,2,2,1,1,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,2,1,2,2,2,4,4,5,3, , , , ,1,3,1,3,1,2,2,1.523254637,1.00232905,0.943568671
2021011022,39,2,1,2,3,9,2,4,1,2,1,2,5,3,1,4,2,2,1,2,3,3,1,5,98,2,1,2,2,2, ,2,3,1,0,0,0,0,0,1,0,0,2,2,7,6,2,4,3,2,3,4,1,1,1,1,3,3,2,2,1,2,98,2, , , ,98,1,1,2,1,1,2,2,2,3,2,1,1,2,1,2,1,2,1,1,0,0,0,0,0,0,1,1,2,1,3,1,1,5,1,4,1,2,2,2,4,6,5,3, , , , ,1,1,98,3,98,98,98,2.154587959,0.938609429,1.015834242
2021011023,23,3,2,2,2,8,2,4,2,4,3,1,4,3,1,2,2, ,1,2, ,3,8,5,3,3,1,2,2,2, ,2,2,1,1,0,0,0,0,0,0,0,2,98,2,6,3,3,3,3,3,4,2,2, , , ,2,2,98,1, ,98,2, , , , ,2, , , , ,2,2,2,7, , , , , , ,1,1,1,0,0,0,0,0,0,0,2,4,1,1,3,1,1,1,2,4,1,2,2,2,4,4,4,3, , , , ,98,98,98,98,98,98,98,1.555749201,1.070891764,0.969694884
2021011024,19,7,3,2,3,9,1,6,2,1,3,5,2,99,1,7,1, ,1, , ,6,6,6,1,3,98,1, ,2, ,2,1,1,1,0,0,0,0,1,0,0,1,4,5,6,4,3,3,3,3,1,1,2,2,3,3,1,1,2,2, , ,1,98,2,2,1,2, , , , ,2,2,2,3,1,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,2,4,1,1,1,1,1,1,1,4,1,1,1,1,7,7,6,3, , , , ,1,3,2,2,1,1,2,1.065213145,0.338724965,0.69066534
2021011025,5,9,4,1,3,3,2,4,1,2,1,1,5,3,1,2,2,2,1,2,1,3,10,4,3,3,1,1,1,2, ,2,1,1,1,1,0,0,0,0,0,0,2,5,4,5,2,5,3,5,5,4,1,1,2,3,3,1,1,2,1,1,1,2,1,2,2,2,1,2,2, , ,2,1,1,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,3,1,2,1,1,2,2,2,7,7,7,2,1,1,2, ,98,2,3,2,2,98,1,1.436743518,3.518664891,1.542075673
2021011026,3,8,4,2,2,8,2,3,2,2,2,2,1,3,1,2,2,2,1,2,3,2,1,10,2,2,1,2,1,2, ,1,2,1,1,0,0,0,0,0,0,0,2,3,7,6,4,5,2,3,5,4,1,1,2,1,3,3,2,3,1,1,2,2, , , ,2,2, , , , ,2,2,2,1,1,2,2,2,2,2,2,1,0,0,0,0,0,1,0,0, , , ,1,3,1,1,1,2,3,1,2,2,2,7,7,5,3, , , , ,1,1,1,2,98,98,1,0.368749049,2.396913252,0.992147116
2021011027,31,2,1,1,3,3,1,6,2,1,3,1,6,2,1,2,2, ,1, , ,5,2,7,2,1,3,1,2,2, ,1,2,1,1,0,1,1,1,0,0,0,1,5,7,6,2,4,4,2,5,3,1,1,1,2,3,1,1,3,2, , ,2, , , ,1,2, , , , ,1,2,2,2,1,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,1,2,2,1,1,1,2,1,2,2,1,2,2,2,7,2,4,3, , , , ,1,98,1,98,98,98,2,1.678360814,0.515554939,0.950853801
2021011028,5,9,4,2,2,8,2,5,1,2,1,1,5,3,1,4,2,4,1,2,1,1,1,5,1,2,1,1,2,1, ,2,1,1,1,1,1,0,0,0,0,0,2,98,5,4,4,5,5,1,4,1,1,1,2,3,1,3,3,3,1,2,1,1,1,2,2,2,2, , , , ,2,2,2,3,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,4,1,2,2,2,3,1,3,3, , , , ,1,3,98,3,98,1,2,1.265532811,2.735269617,1.139483875
2021011029,22,1,1,2,3,9,1,4,1,1,1,2,6,3,1,7,1,7,1,2,1,4,2,2,1,98,3,98,98,98, ,2,2,1,1,0,1,1,0,0,0,0,1,1,4,98,1,1,1,1,1,4,1,1,1,99,99,1,98,1,2, , ,2, , , ,1,98, , , , ,2,98,1,4,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0, , , ,3,3,3,3,2,1,4,1,1,1,1,2,1,3,1, , , , ,98,98,98,98,98,1,1,0.385583798,2.397866933,0.898522845
2021011030,5,9,4,2,2,8,1,4,1,2,1,1,5,3,1,2,2,2,1,2,1,3,4,4,2,2,2,2,2,2, ,2,4,1,0,1,0,0,0,0,0,0,2,3,5,6,3,5,4,1,4,2,1,1,1,1,3,3,3,2,1,1,2,2, , , ,2,2, , , , ,2,2,2,3,2,1,1,1,98,2,1,1,0,0,0,0,0,1,0,0, , , ,1,1,1,1,2,2,7,1,2,2,2,4,5,3,98, , , , ,98,98,98,98,98,98,98,0.536670069,2.173837379,0.945990117
2021011031,29,8,4,2,1,7,2,1,2,3,3,6,1,3,1,2,1, ,1, , ,1,7,4,1,2,2,2, ,2, ,1,4,1,0,0,0,0,0,1,0,0,2,4,5,5,3,3,4,2,1,3,1,1,2,2,3,1,1,1,2, , ,2, , , ,2,2, , , , ,2,2,2,1,1,2,2,2,2,2,2,1,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,2,1,2,1,2,4,1,1,1, , , , ,1,2,98,98,3,98,98,0.458650499,0.748175784,0.602041981
2021011032,48,9,4,1,3,3,2,2,2,1,3,1,3,3,1,2,2, ,1,2, ,2,9,9,3,2,2,2,2,1, ,2,3,2, , , , , , , , ,2,3,6,5,4,5,3,4,5,3,1,2,2,3,2,2,3,2,2, , ,2, , , ,2,2, , , , ,2,2,2,1,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,3,2,2,2,2,6,5,6,3, , , , ,98,98,3,3,1,2,1,3.670524053,1.815789681,2.160125954
2021011033,12,9,4,2,4,10,2,5,4,1,3,6,4,3,1,2,2, ,1,2, ,4,5,5,3,2,1,2, ,2, ,2,4,1,0,1,0,0,0,0,0,0,2,3,5,5,5,5,5,2,5,2,1,2,1,3,1,3,3,3,2, , ,2, , , ,2,2, , , , ,2,2,2,1,1,1,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,4,1,2,2,2,4,2,3,3, , , , ,3,3,98,98,98,1,2,1.949233577,0.243164939,1.18642908
2021011034,33,2,1,2,1,7,2,2,2,4,3,2,2,3,1,4,2, ,1,2, ,2,7,8,1,3,1,2,2,2, ,2,2,1,1,0,1,0,0,0,0,0,2,4,4,4,2,3,3,3,4,3,1,1,2,2,2,3,2,2,2, , ,2, , , ,2,2, , , , ,2,2,2,1,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,1,1,2,2,2,4,3,4,3, , , , ,1,3,98,3,3,1,1,2.122476197,1.389286381,1.006984171
2021011035,38,9,4,2,3,9,2,6,1,2,1,6,5,3,1,2,2,7,1, ,1,2,4,3,3,3,1,1, ,2, ,2,1,1,0,0,0,0,0,0,0,1,2,5,5,5,3,2,4,3,2,3,1,1,2,2,3,3,3,3,1,1,98,2, , , ,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,4,1,2,2,2,6,5,4,3, , , , ,1,3,98,98,3,1,2,0.429700899,0.223177652,0.706195229
2021011036,16,4,2,1,3,3,1,4,2,1,3,6,2,3,1,3,99, ,1,2, ,3,4,4,1,99,2,1, ,2, ,99,1,1,0,0,1,0,0,0,0,0,2,4,3,6,2,1,2,5,3,4,1,1,1,3,1,3,3,2,1, ,1,1,1,2,2,1,2, , , , ,2,2,98,3,2,1,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,3,2,2,2,1,6,6,6,2,1,1,2, ,1,3,2,2,1,1,2,0.517059806,1.049915788,1.01837716
2021011037,38,9,4,1,3,3,2,2,2,2,2,1,2,3,1,5,1,2,1, ,1,2,9,7,2,1,2,1,1,2, ,1,2,1,0,1,0,0,0,0,0,0,1,3,6,3,98,4,1,5,4,2,1,1,2,2,3,2,1,2,2, , ,1,2,1,2,1,1,2,2, , ,2,2,1,1,2,2,1,98,2,1,2,2,1,0,1,0,0,0,0,0,1,1,1,4,4,2,3,3,2,4,2,2,2,1,5,5,5,1, , , , ,3,2,3,1,3,2,1,1.505168775,0.408065553,1.210652618
2021011038,32,8,4,2,2,8,2,1,1,2,1,3,5,3,1,4,2,4,1, ,3,1,7,5,3,3,2,2,1,98, ,2,98,1,1,1,0,0,0,0,0,0,2,1,7,6,2,2,3,3,1,3,2,2, , , ,3,3,2,1,2,98,98, , , , ,2, , , , ,2,2,2,7, , , , , , ,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,2,98,2,4,1,2,2,2,4,6,4,3, , , , ,98,98,3,98,98,1,1,0.553981468,0.650825186,1.035488072
2021011039,15,3,2,2,3,9,2,4,2,1,3,6,1,3,1,8,2, ,2,2, ,3,1,1,3,1,1,2, , ,2,2,4,1,1,0,0,0,0,0,0,0,2,3,7,5,5,4,5,2,3,2,1,2,2,2,3,3,98,2,2, , ,2, , , ,2,2, , , , ,2,2,2,7, , , , , , ,2,98,0,0,0,0,0,1,0,0, , , ,1,2,1,1,1,2,1,1,2,1,2,4,1,2,3, , , , ,98,98,98,98,98,98,98,1.269726037,0.765421905,0.990576477
2021011040,3,8,4,1,2,2,2,2,2,2,2,1,4,3,1,7,1,7,1,2,1,2,9,10,1,1,2,2,2,2, ,1,4,1,1,0,0,0,0,0,0,0,2,3,7,6,5,5,5,1,5,1,1,2,1,2,3,1,1,2,2, , ,2, , , ,2,2, , , , ,2,2,2,7, , , , , , ,1,2,0,0,0,0,0,1,0,0, , , ,2,1,1,5,1,2,1,1,1,1,1,6,7,4,3, , , , ,2,2,1,2,98,98,1,1.083426878,3.661930202,1.378790156
2021011041,41,5,3,2,3,9,1,4,2,3,3,6,2,3,1,7,2, ,1,2, ,3,6,6,98,98,1,2, ,98, ,2,2,2, , , , , , , , ,2,98,4,4,3,3,3,3,3,3,1,1,98,3,1,3,3,98,2, , ,2, , , ,2,1,2,2, , ,2,2,2,7, , , , , , ,2,98,0,0,0,0,0,1,0,0, , , ,1,1,1,1,2,2,4,2,2,98,2,4,4,4,98, , , , ,2,98,98,4,99,1,98,1.048678401,0.638059655,0.835174522
2021011042,7,1,1,1,2,2,2,2,2,1,3,2,3,3,1,3,2, ,1,2, ,2,8,9,2,2,2,2,1,2, ,1,2,2, , , , , , , , ,99,98,7,5,4,2,4,4,2,4,1,2,2,2,2,2,2,2,2, , ,2, , , ,1,2, , , , ,2,2,2,98, , , , , , ,2,2,0,0,0,0,0,1,0,0, , , ,2,3,3,4,3,2,7,1,2,2,2,7,7,5,3, , , , ,2,2,2,3,2,2,2,1.040370496,2.702730311,1.588450396
2021011043,36,3,2,2,1,7,2,2,2,3,3,6,5,3,1,7,2, ,1,2, ,2,5,5,3,3,2,2, ,2, ,2,4,2, , , , , , , , ,2,3,5,3,3,5,2,3,2,3,1,2,2,2,3,3,2,3,2, , ,2, , , ,2,2, , , , ,2,2,2,7, , , , , , ,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,1,1,2,2,2,1,7,4,1, , , , ,98,98,2,98,98,98,98,1.555749201,1.251795449,1.010613903
2021011044,36,3,2,2,3,9,1,7,2,4,3,2,3,3,1,1,2, ,1, , ,6,1,2,2,1,3,2,2,2, ,2,4,1,1,0,0,0,0,0,0,0,2,1,7,6,5,2,5,1,5,1,1,2,2,3,1,3,3,3,2, , ,2, , , ,2,2, , , , ,2,2,2,7, , , , , , ,2,1,1,0,0,0,0,0,0,0,1,4,1,1,1,1,1,1,1,7,2,1,1,1,1,1,1,3, , , , ,98,98,98,98,98,98,98,1.100012582,1.052636484,0.854664935
